Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Customer_Value_Proxy_MYR,Churn_Probability,Customer_Segment,Priority_Score,Recommended_Action
Male,No,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,6554.9,0.007067137809187279,High Value + Low Risk,46.324381625441696,Maintain relationship
Male,No,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No,212.10000000000002,0.20689655172413793,Low Value + Low Risk,43.88275862068966,No immediate action
Male,Yes,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,No,944.3000000000001,0.2679738562091503,Low Value + Low Risk,253.04771241830068,No immediate action
Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No,3374.4,0.32798165137614677,High Value + Low Risk,1106.7412844036696,Maintain relationship
Male,No,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,2427.2,0.020599250936329586,High Value + Low Risk,49.99850187265917,Maintain relationship
Female,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,832.3000000000001,0.19444444444444445,Low Value + Low Risk,161.83611111111114,No immediate action
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,7916.400000000001,0.06716417910447761,High Value + Low Risk,531.6985074626866,Maintain relationship
Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,No,2772.0,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,1573.35,0.5088495575221239,High Value + High Risk,800.5984513274336,Prioritize retention offer
Female,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,245.0,0.0711743772241993,Low Value + Low Risk,17.43772241992883,No immediate action
Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,0.0,No,0.0,0.35,Low Value + Low Risk,0.0,No immediate action
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,20.6,0.35,Low Value + Low Risk,7.21,No immediate action
Female,No,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,No,1682.0,0.10276679841897234,High Value + Low Risk,172.85375494071147,Maintain relationship
Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,6984.25,0.007067137809187279,High Value + Low Risk,49.35865724381625,Maintain relationship
Female,No,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,524.0,0.19444444444444445,Low Value + Low Risk,101.88888888888889,No immediate action
Male,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,No,1552.45,0.020599250936329586,High Value + Low Risk,31.979307116104867,Maintain relationship
Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No,4506.75,0.32798165137614677,High Value + Low Risk,1478.1313073394494,Maintain relationship
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,No,7520.400000000001,0.007067137809187279,High Value + Low Risk,53.14770318021202,Maintain relationship
Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,No,253.79999999999998,0.0711743772241993,Low Value + Low Risk,18.06405693950178,No immediate action
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,673.4,0.7546583850931677,Low Value + High Risk,508.18695652173915,Use low-cost retention action
Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,No,399.59999999999997,0.19444444444444445,Low Value + Low Risk,77.69999999999999,No immediate action
Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,5472.299999999999,0.007067137809187279,High Value + Low Risk,38.67349823321554,Maintain relationship
Male,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,No,40.6,0.06666666666666667,Low Value + Low Risk,2.7066666666666666,No immediate action
Female,No,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,4230.0,0.32798165137614677,High Value + Low Risk,1387.3623853211009,Maintain relationship
Male,No,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No,730.35,0.5684931506849316,Low Value + High Risk,415.1989726027398,Use low-cost retention action
Male,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,3671.5499999999997,0.5088495575221239,High Value + High Risk,1868.2665929203538,Prioritize retention offer
Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,1423.5,0.10276679841897234,High Value + Low Risk,146.28853754940712,Maintain relationship
Female,No,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,No,1773.75,0.10276679841897234,High Value + Low Risk,182.2826086956522,Maintain relationship
Male,No,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,7191.0,0.007067137809187279,High Value + Low Risk,50.81978798586572,Maintain relationship
Female,Yes,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,6880.25,0.22826086956521738,High Value + Low Risk,1570.4918478260868,Maintain relationship
Male,No,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,No,3531.0,0.10276679841897234,High Value + Low Risk,362.8695652173913,Maintain relationship
Male,No,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,1666.3,0.32798165137614677,High Value + Low Risk,546.5158256880734,Maintain relationship
Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,4018.5,0.32798165137614677,High Value + Low Risk,1317.9942660550457,Maintain relationship
Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,No,1410.5,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,No,240.60000000000002,0.0711743772241993,Low Value + Low Risk,17.124555160142354,No immediate action
Male,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,4838.400000000001,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,1134.6,0.7546583850931677,Low Value + High Risk,856.235403726708,Use low-cost retention action
Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,7632.5,0.06716417910447761,High Value + Low Risk,512.6305970149253,Maintain relationship
Male,Yes,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,2555.0,0.10276679841897234,High Value + Low Risk,262.5691699604743,Maintain relationship
Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,No,8032.5,0.007067137809187279,High Value + Low Risk,56.76678445229682,Maintain relationship
Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,2357.5499999999997,0.5088495575221239,High Value + High Risk,1199.638274336283,Prioritize retention offer
Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,2337.0,0.32798165137614677,High Value + Low Risk,766.493119266055,Maintain relationship
Female,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,2991.4500000000003,0.5088495575221239,High Value + High Risk,1522.1980088495577,Prioritize retention offer
Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,5964.3,0.5088495575221239,High Value + High Risk,3034.931415929204,Prioritize retention offer
Female,No,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,4053.3,0.10276679841897234,High Value + Low Risk,416.5446640316206,Maintain relationship
Male,Yes,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,2466.75,0.2679738562091503,High Value + Low Risk,661.0245098039215,Maintain relationship
Male,Yes,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,2056.2000000000003,0.2679738562091503,High Value + Low Risk,551.007843137255,Maintain relationship
Female,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,5867.400000000001,0.22826086956521738,High Value + Low Risk,1339.2978260869565,Maintain relationship
Male,No,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,2173.75,0.10276679841897234,High Value + Low Risk,223.38932806324112,Maintain relationship
Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,No,178.65,0.0711743772241993,Low Value + Low Risk,12.715302491103204,No immediate action
Male,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,5996.1,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,596.5,0.19444444444444445,Low Value + Low Risk,115.98611111111111,No immediate action
Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,863.2,0.19444444444444445,Low Value + Low Risk,167.84444444444446,No immediate action
Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,No,1390.35,0.0,Low Value + Low Risk,0.0,No immediate action
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,7134.599999999999,0.22826086956521738,High Value + Low Risk,1628.5499999999997,Maintain relationship
Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,2617.4,0.10276679841897234,High Value + Low Risk,268.9818181818182,Maintain relationship
Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,6137.599999999999,0.007067137809187279,High Value + Low Risk,43.37526501766784,Maintain relationship
Male,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,No,1760.5,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,2611.9500000000003,0.10276679841897234,High Value + Low Risk,268.42173913043484,Maintain relationship
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No,4806.0,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,927.1999999999999,0.10276679841897234,Low Value + Low Risk,95.28537549407115,No immediate action
Female,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,5729.7,0.020599250936329586,High Value + Low Risk,118.02752808988762,Maintain relationship
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,No,20.55,0.35,Low Value + Low Risk,7.1925,No immediate action
Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,7021.099999999999,0.22826086956521738,High Value + Low Risk,1602.6423913043477,Maintain relationship
Female,No,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,4238.7,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,5878.6,0.22826086956521738,High Value + Low Risk,1341.854347826087,Maintain relationship
Male,No,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,1550.2,0.04878048780487805,High Value + Low Risk,75.61951219512196,Maintain relationship
Male,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,2643.2999999999997,0.32798165137614677,High Value + Low Risk,866.9538990825687,Maintain relationship
Female,No,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,5514.65,0.007067137809187279,High Value + Low Risk,38.97279151943462,Maintain relationship
Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,5437.5,0.32798165137614677,High Value + Low Risk,1783.400229357798,Maintain relationship
Female,No,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,2342.7000000000003,0.04878048780487805,High Value + Low Risk,114.27804878048782,Maintain relationship
Female,No,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,1098.9,0.0,Low Value + Low Risk,0.0,No immediate action
Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,6354.0,0.22826086956521738,High Value + Low Risk,1450.3695652173913,Maintain relationship
Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,655.0,0.38513513513513514,Low Value + Low Risk,252.26351351351352,No immediate action
Male,No,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,1739.3500000000001,0.2679738562091503,High Value + Low Risk,466.10032679738566,Maintain relationship
Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,915.85,0.5684931506849316,Low Value + High Risk,520.6544520547945,Use low-cost retention action
Female,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,3388.4,0.0851063829787234,High Value + Low Risk,288.3744680851064,Maintain relationship
Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,90.1,0.22580645161290322,Low Value + Low Risk,20.34516129032258,No immediate action
Female,No,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,5689.05,0.020599250936329586,High Value + Low Risk,117.19016853932584,Maintain relationship
Female,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,1235.25,0.020599250936329586,Low Value + Low Risk,25.445224719101123,No immediate action
Male,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,2848.75,0.10276679841897234,High Value + Low Risk,292.75691699604744,Maintain relationship
Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,5023.2,0.32798165137614677,High Value + Low Risk,1647.5174311926603,Maintain relationship
Female,No,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,4518.5,0.020599250936329586,High Value + Low Risk,93.07771535580524,Maintain relationship
Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,4588.85,0.007067137809187279,High Value + Low Risk,32.43003533568905,Maintain relationship
Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,2355.2,0.0,High Value + Low Risk,0.0,Maintain relationship
